symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,highway-L/100km,horsepower-binned,fuel-type-diesel,fuel-type-gas,Car Size
0,81,chevrolet,std,four,sedan,fwd,front,94.5,0.763094666025949,0.883333333333333,0.869565217391304,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70,5400,38,43,6575,6.18421052631579,5.88372093023256,low,0,1,0.586145178251816
1,118,dodge,std,two,hatchback,fwd,front,93.7,0.755886592984142,0.886111111111111,0.849498327759197,1876,ohc,four,90,2bbl,2.97,3.23,9.41,68,5500,37,41,5572,6.35135135135135,6.17073170731707,low,0,1,0.568993562645235
1,118,dodge,std,two,hatchback,fwd,front,93.7,0.755886592984142,0.886111111111111,0.849498327759197,1876,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6377,7.58064516129032,6.65789473684211,low,0,1,0.568993562645235
1,118,dodge,turbo,two,hatchback,fwd,front,93.7,0.755886592984142,0.886111111111111,0.849498327759197,2128,ohc,four,98,mpfi,3.03,3.39,7.6,102,5500,24,30,7957,9.79166666666667,8.43333333333333,low,0,1,0.568993562645235
1,148,dodge,std,four,hatchback,fwd,front,93.7,0.755886592984142,0.886111111111111,0.846153846153846,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6229,7.58064516129032,6.65789473684211,low,0,1,0.566753430508837
1,148,dodge,std,four,sedan,fwd,front,93.7,0.755886592984142,0.886111111111111,0.846153846153846,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6692,7.58064516129032,6.65789473684211,low,0,1,0.566753430508837
1,148,dodge,std,four,sedan,fwd,front,93.7,0.755886592984142,0.886111111111111,0.846153846153846,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,7609,7.58064516129032,6.65789473684211,low,0,1,0.566753430508837
1,148,dodge,turbo,four,sedan,fwd,front,93.7,0.755886592984142,0.886111111111111,0.846153846153846,2191,ohc,four,98,mpfi,3.03,3.39,7.6,102,5500,24,30,8558,9.79166666666667,8.43333333333333,low,0,1,0.566753430508837
-1,110,dodge,std,four,wagon,fwd,front,103.3,0.839019702066314,0.897222222222222,1,2535,ohc,four,122,2bbl,3.34,3.46,8.5,88,5000,24,30,8921,9.79166666666667,8.43333333333333,low,0,1,0.752787121576165
3,145,dodge,turbo,two,hatchback,fwd,front,95.9,0.832292167227294,0.920833333333333,0.839464882943144,2811,ohc,four,156,mfi,3.6,3.9,7,145,5000,19,24,12964,12.3684210526316,10.5416666666667,medium,0,1,0.64336787636936
2,137,honda,std,two,hatchback,fwd,front,86.6,0.694858241230178,0.8875,0.849498327759197,1713,ohc,four,92,1bbl,2.91,3.41,9.6,58,4800,49,54,6479,4.79591836734694,4.68518518518519,low,0,1,0.523874311134825
2,137,honda,std,two,hatchback,fwd,front,86.6,0.694858241230178,0.8875,0.849498327759197,1819,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,31,38,6855,7.58064516129032,6.65789473684211,low,0,1,0.523874311134825
1,101,honda,std,two,hatchback,fwd,front,93.7,0.720807304180682,0.888888888888889,0.879598662207358,1837,ohc,four,79,1bbl,2.91,3.07,10.1,60,5500,38,42,5399,6.18421052631579,6.02380952380952,low,0,1,0.56357434708144
1,101,honda,std,two,hatchback,fwd,front,93.7,0.720807304180682,0.888888888888889,0.879598662207358,1940,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,30,34,6529,7.83333333333333,7.44117647058824,low,0,1,0.56357434708144
1,101,honda,std,two,hatchback,fwd,front,93.7,0.720807304180682,0.888888888888889,0.879598662207358,1956,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,30,34,7129,7.83333333333333,7.44117647058824,low,0,1,0.56357434708144
0,110,honda,std,four,sedan,fwd,front,96.5,0.785199423354157,0.888888888888889,0.911371237458194,2010,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,30,34,7295,7.83333333333333,7.44117647058824,low,0,1,0.636096151212212
0,78,honda,std,four,wagon,fwd,front,96.5,0.754925516578568,0.8875,0.974916387959866,2024,ohc,four,92,1bbl,2.92,3.41,9.2,76,6000,30,34,7295,7.83333333333333,7.44117647058824,low,0,1,0.653190466298843
0,106,honda,std,two,hatchback,fwd,front,96.5,0.804901489668429,0.905555555555556,0.891304347826087,2236,ohc,four,110,1bbl,3.15,3.58,9,86,5800,27,33,7895,8.7037037037037,7.66666666666667,low,0,1,0.649656600900255
0,106,honda,std,two,hatchback,fwd,front,96.5,0.804901489668429,0.905555555555556,0.891304347826087,2289,ohc,four,110,1bbl,3.15,3.58,9,86,5800,27,33,9095,8.7037037037037,7.66666666666667,low,0,1,0.649656600900255
0,85,honda,std,four,sedan,fwd,front,96.5,0.842864007688611,0.905555555555556,0.904682274247492,2304,ohc,four,110,1bbl,3.15,3.58,9,86,5800,27,33,8845,8.7037037037037,7.66666666666667,low,0,1,0.690507959773363
0,85,honda,std,four,sedan,fwd,front,96.5,0.842864007688611,0.868055555555556,0.904682274247492,2372,ohc,four,110,1bbl,3.15,3.58,9,86,5800,27,33,10295,8.7037037037037,7.66666666666667,low,0,1,0.661913304997472
0,85,honda,std,four,sedan,fwd,front,96.5,0.842864007688611,0.905555555555556,0.904682274247492,2465,ohc,four,110,mpfi,3.15,3.58,9,101,5800,24,28,12945,9.79166666666667,9.03571428571429,low,0,1,0.690507959773363
1,107,honda,std,two,sedan,fwd,front,96.5,0.812590100913022,0.916666666666667,0.852842809364548,2293,ohc,four,110,2bbl,3.15,3.58,9.1,100,5500,25,31,10345,9.4,8.16129032258065,low,0,1,0.63526065581411
0,121,isuzu,std,four,sedan,rwd,front,94.3,0.820278712157617,0.858333333333333,0.894648829431438,2337,ohc,four,111,2bbl,3.31,3.23,8.5,78,4800,24,29,6785,9.79166666666667,8.72413793103448,low,0,1,0.629897692773766
2,121,isuzu,std,two,hatchback,rwd,front,96,0.829408938010572,0.905555555555556,0.859531772575251,2734,ohc,four,119,spfi,3.43,3.23,9.2,90,5000,24,29,11048,9.79166666666667,8.72413793103448,low,0,1,0.645573575291729
0,145,jaguar,std,four,sedan,rwd,front,113,0.959154252763095,0.966666666666666,0.882943143812709,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176,4750,15,19,32250,15.6666666666667,13.3157894736842,medium,0,1,0.818649382291444
0,121,jaguar,std,four,sedan,rwd,front,113,0.959154252763095,0.966666666666666,0.882943143812709,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176,4750,15,19,35550,15.6666666666667,13.3157894736842,medium,0,1,0.818649382291444
0,121,jaguar,std,two,sedan,rwd,front,102,0.921191734742912,0.980555555555556,0.79933110367893,3950,ohcv,twelve,326,mpfi,3.54,2.76,11.5,262,5000,13,17,36000,18.0769230769231,14.8823529411765,high,0,1,0.722019538136894
1,104,mazda,std,two,hatchback,fwd,front,93.1,0.76453628063431,0.891666666666667,0.904682274247492,1890,ohc,four,91,2bbl,3.03,3.15,9,68,5000,30,31,5195,7.83333333333333,8.16129032258065,low,0,1,0.616732325488828
1,104,mazda,std,two,hatchback,fwd,front,93.1,0.76453628063431,0.891666666666667,0.904682274247492,1900,ohc,four,91,2bbl,3.03,3.15,9,68,5000,31,38,6095,7.58064516129032,6.65789473684211,low,0,1,0.616732325488828
1,104,mazda,std,two,hatchback,fwd,front,93.1,0.76453628063431,0.891666666666667,0.904682274247492,1905,ohc,four,91,2bbl,3.03,3.15,9,68,5000,31,38,6795,7.58064516129032,6.65789473684211,low,0,1,0.616732325488828
1,113,mazda,std,four,sedan,fwd,front,93.1,0.801537722248919,0.891666666666667,0.904682274247492,1945,ohc,four,91,2bbl,3.03,3.15,9,68,5000,31,38,6695,7.58064516129032,6.65789473684211,low,0,1,0.646580464434548
1,113,mazda,std,four,sedan,fwd,front,93.1,0.801537722248919,0.891666666666667,0.904682274247492,1950,ohc,four,91,2bbl,3.08,3.15,9,68,5000,31,38,7395,7.58064516129032,6.65789473684211,low,0,1,0.646580464434548
3,150,mazda,std,two,hatchback,rwd,front,95.3,0.812109562710235,0.9125,0.82943143812709,2380,rotor,two,70,4bbl,3.3135294117647,3.25615384615384,9.4,101,6000,17,23,10945,13.8235294117647,11,low,0,1,0.614650147295406
3,150,mazda,std,two,hatchback,rwd,front,95.3,0.812109562710235,0.9125,0.82943143812709,2380,rotor,two,70,4bbl,3.3135294117647,3.25615384615384,9.4,101,6000,17,23,11845,13.8235294117647,11,low,0,1,0.614650147295406
3,150,mazda,std,two,hatchback,rwd,front,95.3,0.812109562710235,0.9125,0.82943143812709,2385,rotor,two,70,4bbl,3.3135294117647,3.25615384615384,9.4,101,6000,17,23,13645,13.8235294117647,11,low,0,1,0.614650147295406
3,150,mazda,std,two,hatchback,rwd,front,95.3,0.812109562710235,0.9125,0.82943143812709,2500,rotor,two,80,mpfi,3.3135294117647,3.25615384615384,9.4,135,6000,16,23,15645,14.6875,11,medium,0,1,0.614650147295406
1,129,mazda,std,two,hatchback,fwd,front,98.8,0.854396924555502,0.923611111111111,0.897993311036789,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,8845,9.03846153846154,7.90625,low,0,1,0.708633904086289
0,115,mazda,std,four,sedan,fwd,front,98.8,0.854396924555502,0.923611111111111,0.92809364548495,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,8495,9.03846153846154,7.90625,low,0,1,0.732386995843371
1,129,mazda,std,two,hatchback,fwd,front,98.8,0.854396924555502,0.923611111111111,0.897993311036789,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,10595,9.03846153846154,7.90625,low,0,1,0.708633904086289
0,115,mazda,std,four,sedan,fwd,front,98.8,0.854396924555502,0.923611111111111,0.92809364548495,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,10245,9.03846153846154,7.90625,low,0,1,0.732386995843371
0,121,mazda,std,four,sedan,fwd,front,98.8,0.854396924555502,0.923611111111111,0.92809364548495,2443,ohc,four,122,idi,3.39,3.39,22.7,64,4650,36,42,10795,6.52777777777778,6.02380952380952,low,1,0,0.732386995843371
0,115,mazda,std,four,hatchback,fwd,front,98.8,0.854396924555502,0.923611111111111,0.92809364548495,2425,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,11245,9.03846153846154,7.90625,low,0,1,0.732386995843371
0,118,mazda,std,four,sedan,rwd,front,104.9,0.840941854877463,0.918055555555556,0.909698996655518,2670,ohc,four,140,mpfi,3.76,3.16,8,120,5000,19,27,18280,12.3684210526316,9.37037037037037,medium,0,1,0.702316136994281
0,121,mazda,std,four,sedan,rwd,front,104.9,0.840941854877463,0.918055555555556,0.909698996655518,2700,ohc,four,134,idi,3.43,3.64,22,72,4200,31,39,18344,7.58064516129032,6.48717948717949,low,1,0,0.702316136994281
-1,93,mercedes-benz,turbo,four,sedan,rwd,front,110,0.917347429120615,0.976388888888889,0.944816053511706,3515,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,25552,10.6818181818182,10.12,medium,1,0,0.846260247374496
-1,93,mercedes-benz,turbo,four,wagon,rwd,front,110,0.917347429120615,0.976388888888889,0.981605351170569,3750,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,28248,10.6818181818182,10.12,medium,1,0,0.879211973820936
0,93,mercedes-benz,turbo,two,hardtop,rwd,front,106.7,0.901009130225853,0.976388888888889,0.918060200668896,3495,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,28176,10.6818181818182,10.12,medium,1,0,0.807649969303412
-1,93,mercedes-benz,turbo,four,sedan,rwd,front,115.6,0.973570398846708,0.995833333333333,0.941471571906355,3770,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,31600,10.6818181818182,10.12,medium,1,0,0.912769733539692
-1,121,mercedes-benz,std,four,sedan,rwd,front,115.6,0.973570398846708,0.995833333333333,0.944816053511706,3740,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750,16,18,34184,14.6875,14.0555555555556,medium,0,1,0.916012254795605
3,142,mercedes-benz,std,two,convertible,rwd,front,96.6,0.86641037962518,0.979166666666667,0.849498327759197,3685,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750,16,18,35056,14.6875,14.0555555555556,medium,0,1,0.720680540131369
0,121,mercedes-benz,std,four,sedan,rwd,front,120.9,1,0.995833333333333,0.948160535117057,3900,ohcv,eight,308,mpfi,3.8,3.35,8,184,4500,14,16,40960,16.7857142857143,15.8125,medium,0,1,0.944209866220736
1,121,mercedes-benz,std,two,hardtop,rwd,front,112,0.957232099951946,1,0.926421404682274,3715,ohcv,eight,304,mpfi,3.8,3.35,8,184,4500,14,16,45400,16.7857142857143,15.8125,medium,0,1,0.886800306644445
1,121,mercury,turbo,two,hatchback,rwd,front,102.7,0.857280153772225,0.944444444444444,0.916387959866221,2910,ohc,four,140,mpfi,3.78,3.12,8,175,5000,19,24,16503,12.3684210526316,10.5416666666667,medium,0,1,0.741956699418622
2,161,mitsubishi,std,two,hatchback,fwd,front,93.7,0.755886592984142,0.894444444444444,0.849498327759197,1918,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,37,41,5389,6.35135135135135,6.17073170731707,low,0,1,0.574344599284532
2,161,mitsubishi,std,two,hatchback,fwd,front,93.7,0.755886592984142,0.894444444444444,0.849498327759197,1944,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,31,38,6189,7.58064516129032,6.65789473684211,low,0,1,0.574344599284532
2,161,mitsubishi,std,two,hatchback,fwd,front,93.7,0.755886592984142,0.894444444444444,0.849498327759197,2004,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,31,38,6669,7.58064516129032,6.65789473684211,low,0,1,0.574344599284532
1,161,mitsubishi,turbo,two,hatchback,fwd,front,93,0.755886592984142,0.886111111111111,0.849498327759197,2145,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,24,30,7689,9.79166666666667,8.43333333333333,low,0,1,0.568993562645235
3,153,mitsubishi,turbo,two,hatchback,fwd,front,96.3,0.83133109082172,0.908333333333333,0.826086956521739,2370,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9959,10.2173913043478,8.43333333333333,low,0,1,0.623799525033255
3,153,mitsubishi,std,two,hatchback,fwd,front,96.3,0.83133109082172,0.908333333333333,0.826086956521739,2328,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,8499,9.4,7.90625,low,0,1,0.623799525033255
3,121,mitsubishi,turbo,two,hatchback,fwd,front,95.9,0.832292167227294,0.920833333333333,0.839464882943144,2833,ohc,four,156,spdi,3.58,3.86,7,145,5000,19,24,12629,12.3684210526316,10.5416666666667,medium,0,1,0.64336787636936
3,121,mitsubishi,turbo,two,hatchback,fwd,front,95.9,0.832292167227294,0.920833333333333,0.839464882943144,2921,ohc,four,156,spdi,3.59,3.86,7,145,5000,19,24,14869,12.3684210526316,10.5416666666667,medium,0,1,0.64336787636936
3,121,mitsubishi,turbo,two,hatchback,fwd,front,95.9,0.832292167227294,0.920833333333333,0.839464882943144,2926,ohc,four,156,spdi,3.59,3.86,7,145,5000,19,24,14489,12.3684210526316,10.5416666666667,medium,0,1,0.64336787636936
1,125,mitsubishi,std,four,sedan,fwd,front,96.3,0.828447861604998,0.908333333333333,0.862876254180602,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,6989,9.4,7.90625,low,0,1,0.649320255408466
1,125,mitsubishi,std,four,sedan,fwd,front,96.3,0.828447861604998,0.908333333333333,0.862876254180602,2405,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,8189,9.4,7.90625,low,0,1,0.649320255408466
1,125,mitsubishi,turbo,four,sedan,fwd,front,96.3,0.828447861604998,0.908333333333333,0.862876254180602,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9279,10.2173913043478,8.43333333333333,low,0,1,0.649320255408466
-1,137,mitsubishi,std,four,sedan,fwd,front,96.3,0.828447861604998,0.908333333333333,0.862876254180602,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9279,10.2173913043478,8.43333333333333,low,0,1,0.649320255408466
1,128,nissan,std,two,sedan,fwd,front,94.5,0.794329649207112,0.886111111111111,0.911371237458194,1889,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,5499,7.58064516129032,6.83783783783784,low,0,1,0.641481703655251
1,128,nissan,std,two,sedan,fwd,front,94.5,0.794329649207112,0.886111111111111,0.911371237458194,2017,ohc,four,103,idi,2.99,3.47,21.9,55,4800,45,50,7099,5.22222222222222,5.06,low,1,0,0.641481703655251
1,128,nissan,std,two,sedan,fwd,front,94.5,0.794329649207112,0.886111111111111,0.911371237458194,1918,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,6649,7.58064516129032,6.83783783783784,low,0,1,0.641481703655251
1,122,nissan,std,four,sedan,fwd,front,94.5,0.794329649207112,0.886111111111111,0.911371237458194,1938,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,6849,7.58064516129032,6.83783783783784,low,0,1,0.641481703655251
1,103,nissan,std,four,wagon,fwd,front,94.5,0.817876021143681,0.886111111111111,0.894648829431438,2024,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7349,7.58064516129032,6.83783783783784,low,0,1,0.648377978207387
1,128,nissan,std,two,sedan,fwd,front,94.5,0.794329649207112,0.886111111111111,0.911371237458194,1951,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7299,7.58064516129032,6.83783783783784,low,0,1,0.641481703655251
1,128,nissan,std,two,hatchback,fwd,front,94.5,0.795771263815473,0.886111111111111,0.891304347826087,2028,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7799,7.58064516129032,6.83783783783784,low,0,1,0.628495915425276
1,122,nissan,std,four,sedan,fwd,front,94.5,0.794329649207112,0.886111111111111,0.911371237458194,1971,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7499,7.58064516129032,6.83783783783784,low,0,1,0.641481703655251
1,103,nissan,std,four,wagon,fwd,front,94.5,0.817876021143681,0.886111111111111,0.894648829431438,2037,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7999,7.58064516129032,6.83783783783784,low,0,1,0.648377978207387
2,168,nissan,std,two,hardtop,fwd,front,95.1,0.780394041326286,0.886111111111111,0.891304347826087,2008,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,8249,7.58064516129032,6.83783783783784,low,0,1,0.616351066818025
0,106,nissan,std,four,hatchback,fwd,front,97.2,0.833253243632869,0.905555555555556,0.914715719063545,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,27,34,8949,8.7037037037037,7.44117647058824,low,0,1,0.690205243920013
0,106,nissan,std,four,sedan,fwd,front,97.2,0.833253243632869,0.905555555555556,0.914715719063545,2302,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,27,34,9549,8.7037037037037,7.44117647058824,low,0,1,0.690205243920013
0,128,nissan,std,four,sedan,fwd,front,100.4,0.8731379144642,0.923611111111111,0.921404682274248,3095,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,17,22,13499,13.8235294117647,11.5,medium,0,1,0.74305748078874
0,108,nissan,std,four,wagon,fwd,front,100.4,0.887073522345026,0.923611111111111,0.938127090301003,3296,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,17,22,14399,13.8235294117647,11.5,medium,0,1,0.768617808467223
0,108,nissan,std,four,sedan,fwd,front,100.4,0.887073522345026,0.923611111111111,0.921404682274248,3060,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,19,25,13499,12.3684210526316,10.12,medium,0,1,0.754916956266381
3,194,nissan,std,two,hatchback,rwd,front,91.3,0.820278712157617,0.943055555555556,0.831103678929766,3071,ohcv,six,181,mpfi,3.43,3.27,9,160,5200,19,25,17199,12.3684210526316,10.12,medium,0,1,0.642915540321548
3,194,nissan,turbo,two,hatchback,rwd,front,91.3,0.820278712157617,0.943055555555556,0.831103678929766,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200,5200,17,23,19699,13.8235294117647,11,high,0,1,0.642915540321548
1,231,nissan,std,two,hatchback,rwd,front,99.2,0.857760691975012,0.943055555555556,0.831103678929766,3139,ohcv,six,181,mpfi,3.43,3.27,9,160,5200,19,25,18399,12.3684210526316,10.12,medium,0,1,0.67229305183009
0,161,peugot,std,four,sedan,rwd,front,107.9,0.897164824603556,0.95,0.948160535117057,3020,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,11900,12.3684210526316,10.5416666666667,low,0,1,0.808123466175093
0,161,peugot,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.95,0.948160535117057,3197,l,four,152,idi,3.7,3.52,21,95,4150,28,33,13200,8.39285714285714,7.66666666666667,low,1,0,0.808123466175093
0,121,peugot,std,four,wagon,rwd,front,114.2,0.955790485343585,0.95,0.981605351170569,3230,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,12440,12.3684210526316,10.5416666666667,low,0,1,0.891298602260619
0,121,peugot,turbo,four,wagon,rwd,front,114.2,0.955790485343585,0.95,0.981605351170569,3430,l,four,152,idi,3.7,3.52,21,95,4150,25,25,13860,9.4,10.12,low,1,0,0.891298602260619
0,161,peugot,std,four,sedan,rwd,front,107.9,0.897164824603556,0.95,0.948160535117057,3075,l,four,120,mpfi,3.46,2.19,8.4,95,5000,19,24,15580,12.3684210526316,10.5416666666667,low,0,1,0.808123466175093
0,161,peugot,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.95,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21,95,4150,28,33,16900,8.39285714285714,7.66666666666667,low,1,0,0.808123466175093
0,121,peugot,std,four,wagon,rwd,front,114.2,0.955790485343585,0.95,0.948160535117057,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000,19,24,16695,12.3684210526316,10.5416666666667,low,0,1,0.860930677141007
0,121,peugot,turbo,four,wagon,rwd,front,114.2,0.955790485343585,0.95,0.981605351170569,3485,l,four,152,idi,3.7,3.52,21,95,4150,25,25,17075,9.4,10.12,low,1,0,0.891298602260619
0,161,peugot,std,four,sedan,rwd,front,107.9,0.897164824603556,0.95,0.948160535117057,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,16630,12.3684210526316,10.5416666666667,low,0,1,0.808123466175093
0,161,peugot,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.95,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21,95,4150,28,33,17950,8.39285714285714,7.66666666666667,low,1,0,0.808123466175093
0,161,peugot,turbo,four,sedan,rwd,front,108,0.897164824603556,0.948611111111111,0.936454849498328,3130,l,four,134,mpfi,3.61,3.21,7,142,5600,18,24,18150,13.0555555555556,10.5416666666667,medium,0,1,0.796979752216574
